00440,2
00441,0
00442,0
00443,1
00444,1
00445,2
00446,1
00447,0
00448,1
00449,2
00450,1
00451,2
00452,1
00453,1
00454,1
00455,1
00456,2
00457,0
00458,2
00459,1
00460,2
00461,0
00462,1
00463,2
00464,1
00465,0
00466,2
00467,1
00468,0
00469,2
00470,0
00471,0
00472,0
00473,1
00474,0
00475,1
00476,1
00477,1
00478,1
00479,1
00480,1
00481,1
00482,1
00483,1
00484,1
00485,1
00486,2
00487,1
00488,1
00489,1
00490,2
00491,1
00492,1
00493,1
00494,1
00495,2
00496,1
00497,1
00498,1
00499,1
00500,2
00501,1
00502,1
00503,1
00504,1
00505,1
00506,1
00507,1
00508,1
00509,1
00510,2
00511,1
00512,1
00513,1
00514,1
00515,1
00516,1
00517,1
00518,1
00519,1
00520,1
00521,1
00522,1
00523,1
00524,1
00525,1
00526,1
00527,2
00528,1
00529,1
00530,1
00531,1
00532,1
00533,1
00534,1
00535,1
00536,1
00537,1
00538,1
00539,1
00540,1
00541,1
00542,1
00543,1
00544,1
00545,1
00546,1
00547,1
00548,1
00549,1
00550,1
00551,1
00552,1
00553,1
00554,1
00555,1
00556,1
00557,1
00558,1
00559,1
00560,1
00561,1
00562,1
00563,1
00564,1
00565,1
00566,1
00567,1
00568,1
00569,1
00570,1
00571,1
00572,1
00573,1
00574,1
00575,1
00576,1
00577,1
00578,2
00579,2
00580,1
00581,1
00582,1
00583,1
00584,1
00585,1
00586,1
00587,1
00588,1
00589,1
00590,1
00591,1
00592,1
00593,1
00594,1
00595,1
00596,1
00597,1
00598,1
00599,1
00600,1
00601,1
00602,1
00603,1
00604,1
00605,1
00606,1
00607,1
00608,1
00609,2
00610,1
00611,1
00612,1
00613,2
00614,1
00615,1
00616,1
00617,1
00618,1
00619,1
00620,1
00621,1
00622,1
00623,1
00624,1
00625,1
00626,1
00627,2
00628,1
00629,1
00630,1
00631,1
00632,1
00633,0
00634,1
00635,2
00636,2
00637,1
00638,1
00639,1
00640,1
00641,1
00642,2
00643,1
00644,1
00645,2
00646,1
00647,2
00648,1
00649,2
00650,0
00651,1
00652,1
00653,0
00654,2
00655,2
00656,1
00657,1
00658,1
00659,1
00660,2
00661,1
00662,1
00663,1
00664,1
00665,1
00666,1
00667,1
00668,1
00669,1
00670,1
00671,1
00672,1
00673,1
00674,1
00675,1
00676,1
00677,1
00678,1
00679,1
00680,1
00681,1
00682,1
00683,1
00684,1
00685,1
00686,1
00687,1
00688,1
00689,1
00690,1
00691,1
00692,1
00693,1
00694,1
00695,1
00696,1
00697,1
00698,1
00699,1
00700,1
00701,1
00702,2
00703,1
00704,1
00705,0
00706,2
00707,0
00708,1
00709,0
00710,0
00711,1
00712,1
00713,1
00714,1
00715,1
00716,1
00717,1
00718,2
00719,1
00720,1
00721,1
00722,1
00723,1
00724,1
00725,1
00726,1
00727,1
00728,1
00729,2
00730,1
00731,2
00732,1
00733,1
00734,1
00735,1
00736,1
00737,1
00738,1
00739,1
00740,1
00741,1
00742,1
00743,1
00744,1
00745,1
00746,1
00747,1
00748,1
00749,1
00750,1
00751,1
00752,1
00753,1
00754,1
00755,1
00756,1
00757,1
00758,1
00759,1
00760,1
00761,2
00762,1
00763,1
00764,1
00765,1
00766,2
00767,2
00768,2
00769,0
00770,1
00771,1
00772,0
00773,2
00774,1
00775,1
00776,1
00777,2
00778,1
00779,2
00780,2
00781,0
00782,0
00783,2
00784,1
00785,2
00786,1
00787,2
00788,1
00789,2
00790,1
00791,2
00792,0
00793,2
00794,2
00795,2
00796,0
00797,1
00798,2
00799,2
00800,1
00801,1
00802,0
00803,0
00804,0
00805,1
00806,1
00807,2
00808,1
00809,0
00810,1
00811,2
00812,0
00813,1
00814,2
00815,1
00816,2
00817,1
00818,1
00819,0
00820,1
00821,2
00822,0
00823,1
00824,1
00825,1
00826,0
00827,1
00828,0
00829,1
00830,1
00831,1
00832,1
00833,1
00834,0
00835,1
00836,0
00837,1
00838,2
00839,1
00840,1
00841,1
00842,1
00843,0
00844,2
00845,1
00846,2
00847,2
00848,1
00849,0
00850,1
00851,1
00852,1
00853,1
00854,1
00855,1
00856,2
00857,2
00858,0
00859,1
00860,1
00861,1
00862,1
00863,0
00864,2
00865,1
00866,0
00867,2
00868,1
00869,2
00870,1
00871,2
00872,2
00873,1
00874,1
00875,2
00876,1
00877,1
00878,1
00879,1
00880,1
00881,1
00882,1
00883,2
00884,2
00885,0
00886,1
00887,1
00888,1
00889,1
00890,1
00891,1
00892,1
00893,1
00894,1
00895,1
00896,1
00897,2
00898,1
00899,1
00900,1
00901,1
00902,1
00903,2
00904,1
00905,1
00906,1
00907,1
00908,1
00909,0
00910,1
00911,2
00912,1
00913,2
00914,2
00915,0
00916,2
00917,1
00918,1
00919,1
00920,2
00921,0
00922,1
00923,0
00924,1
00925,1
00926,1
00927,1
00928,1
00929,0
00930,0
00931,1
00932,2
00933,0
00934,1
00935,1
00936,1
00937,1
00938,1
00939,1
00940,1
00941,2
00942,1
00943,1
00944,1
00945,1
00946,0
00947,1
00948,1
00949,0
00950,1
00951,1
00952,1
00953,1
00954,1
00955,1
00956,1
00957,1
00958,0
00959,0
00960,1
00961,1
00962,1
00963,1
00964,2
00965,2
00966,1
00967,0
00968,1
00969,1
00970,0
00971,0
00972,1
00973,2
00974,0
00975,1
00976,0
00977,0
00978,0
00979,1
00980,2
00981,0
00982,2
00983,0
00984,0
00985,2
00986,0
00987,2
00988,1
00989,0
00990,2
00991,1
00992,1
00993,1
00994,1
00995,1
00996,1
00997,1
00998,1
00999,0
01000,1
01001,0
01002,0
01003,0
01004,2
01005,1
01006,1
01007,2
01008,2
01009,0
01010,2
01011,0
01012,1
01013,1
01014,0
01015,1
01016,0
01017,0
01018,0
01019,0
01020,1
01021,1
01022,0
01023,2
01024,0
01025,0
01026,0
01027,0
01028,1
01029,0
01030,0
01031,2
01032,0
01033,0
01034,0
01035,1
01036,0
01037,1
01038,0
01039,0
01040,2
01041,2
01042,1
01043,1
01044,0
01045,2
01046,0
01047,1
01048,0
01049,0
01050,0
01051,0
01052,0
01053,2
01054,1
01055,1
01056,1
01057,1
01058,1
01059,1
01060,1
01061,1
01062,1
01063,1
01064,1
01065,1
01066,1
01067,1
01068,1
01069,2
01070,1
01071,1
01072,1
01073,0
01074,1
01075,1
01076,1
01077,1
01078,1
01079,1
01080,1
01081,1
01082,1
01083,1
01084,1
01085,1
01086,1
01087,1
01088,2
01089,2
01090,1
01091,1
01092,1
01093,1
01094,1
01095,1
01096,1
01097,1
01098,1
01099,1
01100,1
01101,1
01102,2
01103,1
01104,1
01105,1
01106,1
01107,2
01108,1
01109,2
01110,1
01111,1
01112,1
01113,1
01114,2
01115,0
01116,1
01117,0
01118,1
01119,2
01120,1
01121,2
01122,1
01123,1
01124,1
01125,1
01126,2
01127,1
01128,1
01129,0
01130,2
01131,1
01132,1
01133,2
01134,2
01135,2
01136,1
01137,2
01138,2
01139,1
01140,1
01141,1
01142,1
01143,1
01144,2
01145,1
01146,1
01147,0
01148,0
01149,0
01150,2
01151,1
01152,1
01153,1
01154,1
01155,1
01156,1
01157,0
01158,1
01159,2
01160,1
01161,0
01162,1
01163,1
01164,1
01165,1
01166,1
01167,0
01168,2
01169,1
01170,1
01171,1
01172,2
01173,0
01174,1
01175,2
01176,0
01177,1
01178,2
01179,0
01180,1
01181,1
01182,1
01183,1
01184,2
01185,1
01186,0
01187,1
01188,1
01189,1
01190,1
01191,2
01192,1
01193,1
01194,1
01195,1
01196,1
01197,2
01198,1
01199,2
01200,2
01201,1
01202,1
01203,2
01204,1
01205,1
01206,1
01207,1
01208,2
01209,0
01210,2
01211,2
01212,1
01213,1
01214,2
01215,1
01216,1
01217,1
01218,2
01219,1
01220,1
01221,1
01222,2
01223,1
01224,1
01225,2
01226,1
01227,2
01228,1
01229,0
01230,2
01231,1
01232,2
01233,1
01234,1
01235,1
01236,1
01237,2
01238,1
01239,1
01240,2
01241,1
01242,1
01243,2
01244,0
01245,1
01246,1
01247,2
01248,2
01249,2
01250,2
01251,2
01252,1
01253,1
01254,2
01255,1
01256,1
01257,1
01258,1
01259,1
01260,1
01261,1
01262,1
01263,1
01264,1
01265,1
01266,1
01267,1
01268,2
01269,2
01270,1
01271,1
01272,1
01273,1
01274,1
01275,1
01276,1
01277,1
01278,1
01279,1
01280,1
01281,1
01282,1
01283,1
01284,1
01285,1
01286,1
01287,1
01288,1
01289,1
01290,1
01291,1
01292,1
01293,1
01294,1
01295,1
01296,1
01297,1
01298,1
01299,1
01300,2
01301,1
01302,1
01303,1
01304,1
01305,1
01306,1
01307,1
01308,1
01309,1
01310,1
01311,1
01312,1
01313,1
01314,1
01315,1
01316,1
01317,1
01318,2
01319,1
01320,1
01321,1
01322,1
01323,1
01324,1
01325,1
01326,1
01327,1
01328,1
01329,1
01330,2
01331,1
01332,1
01333,2
01334,1
01335,1
01336,1
01337,1
01338,1
01339,1
01340,1
01341,1
01342,1
01343,1
01344,1
01345,1
01346,1
01347,2
01348,2
01349,1
01350,1
01351,1
01352,1
01353,1
01354,1
01355,1
01356,1
01357,0
01358,1
01359,1
01360,1
01361,1
01362,1
01363,0
01364,1
01365,1
01366,1
01367,1
01368,1
01369,1
01370,1
01371,1
01372,2
01373,1
01374,1
01375,2
01376,1
01377,2
01378,1
01379,1
01380,1
01381,1
01382,1
01383,1
01384,1
01385,1
01386,1
01387,1
01388,1
01389,1
01390,1
01391,1
01392,1
01393,1
01394,2
01395,1
01396,1
01397,1
01398,1
01399,1
01400,1
01401,2
01402,1
01403,2
01404,0
01405,1
01406,1
01407,2
01408,1
01409,2
01410,1
01411,1
01412,1
01413,1
01414,1
01415,1
01416,1
01417,1
01418,1
01419,2
01420,1
01421,1
01422,1
01423,1
01424,1
01425,1
01426,1
01427,0
01428,1
01429,1
01430,1
01431,1
01432,1
01433,1
01434,1
01435,1
01436,1
01437,1
01438,1
01439,1
01440,1
01441,1
01442,1
01443,1
01444,1
01445,1
01446,1
01447,1
01448,1
01449,1
01450,1
01451,1
01452,2
01453,2
01454,1
01455,1
01456,2
01457,1
01458,1
01459,1
01460,1
01461,2
01462,1
01463,1
01464,1
01465,1
01466,1
01467,1
01468,1
01469,1
01470,1
01471,1
01472,1
01473,1
01474,1
01475,1
01476,2
01477,1
01478,1
01479,1
01480,1
01481,1
01482,1
01483,1
01484,2
01485,1
01486,0
01487,2
01488,0
01489,1
01490,1
01491,1
01492,2
01493,1
01494,1
01495,1
01496,1
01497,1
01498,1
01499,1
01500,2
01501,2
01502,2
01503,2
01504,1
01505,1
01506,1
01507,1
01508,1
01509,1
01510,1
01511,1
01512,1
01513,1
01514,1
01515,1
01516,1
01517,1
01518,1
01519,1
01520,1
01521,1
01522,1
01523,1
01524,1
01525,1
01526,1
01527,1
01528,1
01529,1
01530,1
01531,1
01532,1
01533,1
01534,1
01535,2
01536,1
01537,1
01538,1
01539,1
01540,1
01541,1
01542,1
01543,1
01544,1
01545,1
01546,1
01547,1
01548,1
01549,0
01550,1
01551,1
01552,2
01553,1
01554,0
01555,1
01556,1
01557,2
01558,2
01559,1
01560,0
01561,1
01562,1
01563,1
01564,1
01565,2
01566,1
01567,1
01568,1
01569,1
01570,1
01571,1
01572,1
01573,1
01574,1
01575,1
01576,1
01577,1
01578,1
01579,1
01580,1
01581,1
01582,1
01583,1
01584,1
01585,1
01586,1
01587,1
01588,1
01589,1
01590,2
01591,1
01592,1
01593,1
01594,1
01595,1
01596,1
01597,1
01598,1
01599,2
01600,1
01601,1
01602,1
01603,0
01604,1
01605,0
01606,2
01607,1
01608,1
01609,1
01610,1
01611,1
01612,1
01613,1
01614,1
01615,1
01616,1
01617,2
01618,1
01619,2
01620,1
01621,2
01622,1
01623,2
01624,1
01625,1
01626,1
01627,1
01628,1
01629,1
01630,2
01631,1
01632,1
01633,1
01634,2
01635,1
01636,1
01637,1
01638,1
01639,2
01640,1
01641,1
01642,1
01643,1
01644,1
01645,1
01646,1
01647,1
01648,1
01649,1
01650,1
01651,1
01652,1
01653,1
01654,1
01655,1
01656,2
01657,1
01658,1
01659,2
01660,1
01661,1
01662,0
01663,2
01664,2
01665,2
01666,1
01667,1
01668,1
01669,1
01670,2
01671,1
01672,1
01673,0
01674,1
01675,2
01676,2
01677,1
01678,2
01679,1
01680,1
01681,1
01682,1
01683,1
01684,1
01685,1
01686,1
01687,2
01688,1
01689,0
01690,1
01691,2
01692,1
01693,1
01694,1
01695,2
01696,2
01697,2
01698,1
01699,1
01700,2
01701,1
01702,1
01703,2
01704,1
01705,1
01706,0
01707,1
01708,1
01709,1
01710,1
01711,0
01712,2
01713,2
01714,1
01715,1
01716,0
01717,1
01718,1
01719,2
01720,1
01721,2
01722,1
01723,1
01724,1
01725,1
01726,1
01727,1
01728,1
01729,1
01730,1
01731,1
01732,1
01733,1
01734,1
01735,1
01736,1
01737,1
01738,1
01739,1
01740,1
01741,1
01742,1
01743,2
01744,1
01745,2
01746,2
01747,2
01748,1
01749,1
01750,2
01751,0
01752,1
01753,1
01754,2
01755,2
01756,2
01757,2
01758,2
01759,1
01760,1
01761,1
01762,2
01763,2
01764,2
01765,2
01766,1
01767,2
01768,2
01769,1
01770,1
01771,2
01772,0
01773,2
01774,2
01775,2
01776,1
01777,0
01778,1
01779,2
01780,2
01781,2
01782,1
01783,1
01784,1
01785,1
01786,2
01787,1
01788,1
01789,1
01790,1
01791,2
01792,0
01793,1
01794,2
01795,2
01796,1
01797,2
01798,1
01799,2
01800,1
01801,2
01802,0
01803,0
01804,0
01805,2
01806,2
01807,1
01808,0
01809,1
01810,2
01811,1
01812,2
01813,2
01814,0
01815,2
01816,1
01817,0
01818,0
01819,1
01820,1
01821,2
01822,1
01823,1
01824,1
01825,2
01826,2
01827,2
01828,2
01829,2
01830,1
01831,0
01832,2
01833,2
01834,0
01835,2
01836,0
01837,2
01838,0
01839,2
01840,0
01841,2
01842,0
01843,2
01844,0
01845,0
01846,2
01847,1
01848,2
01849,1
01850,2
01851,1
01852,1
01853,1
01854,0
01855,1
01856,1
01857,2
01858,1
01859,2
01860,1
01861,2
01862,1
01863,1
01864,2
01865,1
01866,0
01867,1
01868,1
01869,2
01870,1
01871,0
01872,0
01873,1
01874,2
01875,1
01876,1
01877,1
01878,1
01879,1
01880,1
01881,1
01882,1
01883,1
01884,1
01885,1
01886,1
01887,1
01888,2
01889,1
01890,2
01891,2
01892,1
01893,2
01894,1
01895,1
01896,1
01897,1
01898,1
01899,1
01900,1
01901,1
01902,1
01903,1
01904,0
01905,1
01906,1
01907,1
01908,1
01909,1
01910,0
01911,1
01912,1
01913,0
01914,1
01915,0
01916,1
01917,1
01918,1
01919,2
01920,2
01921,1
01922,1
01923,2
01924,1
01925,1
01926,1
01927,1
01928,2
01929,1
01930,1
01931,2
01932,0
01933,1
01934,1
01935,2
01936,1
01937,1
01938,1
01939,1
01940,1
01941,1
01942,1
01943,1
01944,2
01945,2
01946,2
01947,2
01948,2
01949,2
01950,2
01951,2
01952,0
01953,1
01954,1
01955,1
01956,1
01957,0
01958,1
01959,0
01960,1
01961,1
01962,1
01963,1
01964,1
01965,1
01966,1
01967,0
01968,1
01969,1
01970,1
01971,1
01972,0
01973,1
01974,1
01975,1
01976,1
01977,0
01978,1
01979,1
01980,1
01981,0
01982,1
01983,1
01984,1
01985,1
01986,0
01987,1
01988,2
01989,1
01990,1
01991,0
01992,1
01993,1
01994,1
01995,1
01996,0
01997,1
01998,1
01999,1
02000,0
02001,1
02002,1
02003,0
02004,1
02005,2
02006,2
02007,0
02008,1
02009,2
02010,1
02011,1
02012,0
02013,1
02014,1
02015,1
02016,1
02017,1
02018,2
02019,0
02020,1
02021,1
02022,1
02023,1
02024,1
02025,1
02026,1
02027,1
02028,1
02029,1
02030,1
02031,1
02032,1
02033,1
02034,1
02035,1
02036,1
02037,2
02038,2
02039,1
02040,1
02041,0
02042,1
02043,0
02044,1
02045,2
02046,2
02047,2
02048,1
02049,1
02050,1
02051,2
02052,1
02053,1
02054,1
02055,1
02056,1
02057,1
02058,1
02059,1
02060,2
02061,1
02062,2
02063,2
02064,1
02065,1
02066,1
02067,1
02068,1
02069,1
02070,1
02071,1
02072,2
02073,1
02074,2
02075,1
02076,1
02077,1
02078,1
02079,2
02080,2
02081,1
02082,1
02083,1
02084,1
02085,1
02086,1
02087,2
02088,1
02089,1
02090,2
02091,1
02092,1
02093,1
02094,1
02095,2
02096,1
02097,1
02098,1
02099,1
02100,1
02101,1
02102,1
02103,1
02104,1
02105,1
02106,1
02107,0
02108,1
02109,1
02110,1
02111,1
02112,1
02113,1
02114,0
02115,2
02116,1
02117,1
02118,1
02119,2
02120,1
02121,1
02122,1
02123,1
02124,1
02125,1
02126,1
02127,1
02128,1
02129,1
02130,1
02131,1
02132,1
02133,1
02134,1
02135,1
02136,1
02137,1
02138,2
02139,1
02140,2
02141,0
02142,1
02143,0
02144,1
02145,1
02146,1
02147,1
02148,1
02149,1
02150,1
02151,1
02152,1
02153,1
02154,2
02155,1
02156,1
02157,1
02158,0
02159,1
02160,2
02161,1
02162,2
02163,1
02164,1
02165,1
02166,1
02167,1
02168,1
02169,1
02170,1
02171,1
02172,2
02173,1
02174,1
02175,2
02176,1
02177,2
02178,1
02179,1
02180,1
02181,1
02182,1
02183,1
02184,1
02185,1
02186,1
02187,2
02188,2
02189,1
02190,1
02191,2
02192,1
02193,1
02194,1
02195,1
02196,1
02197,1
02198,1
02199,1
02200,1
02201,1
02202,1
02203,1
02204,1
02205,1
02206,1
02207,1
02208,1
02209,1
02210,1
02211,1
02212,1
02213,1
02214,1
02215,1
02216,1
02217,1
02218,1
02219,1
02220,2
02221,0
02222,0
02223,1
02224,1
02225,1
02226,1
02227,1
02228,1
02229,1
02230,1
02231,0
02232,0
02233,0
02234,2
02235,2
02236,1
02237,1
02238,1
02239,1
02240,1
02241,2
02242,1
02243,1
02244,1
02245,1
02246,1
02247,1
02248,1
02249,1
02250,1
02251,0
02252,2
02253,1
02254,1
02255,1
02256,1
02257,1
02258,1
02259,1
02260,1
02261,1
02262,1
02263,1
02264,2
02265,0
02266,1
02267,2
02268,1
02269,1
02270,1
02271,1
02272,1
02273,1
02274,1
02275,1
02276,1
02277,1
02278,1
02279,2
02280,1
02281,1
02282,1
02283,1
02284,1
02285,1
02286,1
02287,1
02288,1
02289,1
02290,1
02291,1
02292,1
02293,1
02294,1
02295,1
02296,1
02297,1
02298,1
02299,1
02300,2
02301,1
02302,1
02303,1
02304,1
02305,1
02306,1
02307,1
02308,1
02309,1
02310,1
02311,1
02312,0
02313,1
02314,2
02315,2
02316,1
02317,1
02318,1
02319,1
02320,0
02321,1
02322,1
02323,0
02324,1
02325,0
02326,1
02327,1
02328,0
02329,1
02330,2
02331,1
02332,1
02333,1
02334,1
02335,1
02336,1
02337,1
02338,1
02339,1
02340,1
02341,2
02342,2
02343,2
02344,0
02345,1
02346,2
02347,1
02348,1
02349,1
02350,1
02351,1
02352,1
02353,0
02354,1
02355,0
02356,1
02357,0
02358,1
02359,1
02360,0
02361,2
02362,1
02363,1
02364,1
02365,2
02366,1
02367,0
02368,1
02369,1
02370,1
02371,1
02372,1
02373,1
02374,1
02375,1
02376,1
02377,1
02378,2
02379,1
02380,2
02381,2
02382,1
02383,0
02384,0
02385,2
02386,1
02387,2
02388,2
02389,2
02390,1
02391,1
02392,1
02393,1
02394,1
02395,1
02396,1
02397,2
02398,1
02399,2
02400,1
02401,0
02402,1
02403,1
02404,1
02405,1
02406,1
02407,1
02408,1
02409,1
02410,1
02411,1
02412,0
02413,1
02414,1
02415,1
02416,1
02417,1
02418,1
02419,2
02420,1
02421,1
02422,0
02423,2
02424,1
02425,2
02426,1
02427,0
02428,1
02429,2
02430,0
02431,1
02432,1
02433,1
02434,1
02435,0
02436,1
02437,1
02438,2
02439,1
02440,2
02441,1
02442,2
02443,1
02444,1
02445,1
02446,1
02447,1
02448,1
02449,0
02450,1
02451,2
02452,1
02453,0
02454,0
02455,2
02456,1
02457,1
02458,1
02459,0
02460,1
02461,1
02462,1
02463,1
02464,1
02465,1
02466,1
02467,2
02468,0
02469,1
02470,1
02471,0
02472,1
02473,1
02474,1
02475,1
02476,2
02477,1
02478,1
02479,1
02480,1
02481,1
02482,1
02483,1
02484,2
02485,1
02486,1
02487,1
02488,1
02489,1
02490,1
02491,1
02492,1
02493,1
02494,2
02495,0
02496,1
02497,1
02498,2
02499,1
02500,0
02501,1
02502,1
02503,2
02504,1
02505,0
02506,1
02507,2
02508,1
02509,2
02510,2
02511,1
02512,1
02513,0
02514,1
02515,1
02516,2
02517,1
02518,1
02519,1
02520,1
02521,1
02522,1
02523,1
02524,1
02525,0
02526,1
02527,1
02528,1
02529,1
02530,0
02531,0
02532,1
02533,1
02534,0
02535,2
02536,2
02537,1
02538,1
02539,2
02540,1
02541,2
02542,2
02543,1
02544,1
02545,2
02546,0
02547,1
02548,1
02549,1
02550,2
02551,2
02552,1
02553,1
02554,1
02555,0
02556,1
02557,2
02558,2
02559,1
02560,1
02561,0
02562,1
02563,2
02564,2
02565,1
02566,1
02567,0
02568,2
02569,2
02570,1
02571,1
02572,1
02573,1
02574,2
02575,1
02576,1
02577,2
02578,1
02579,2
02580,1
02581,1
02582,2
02583,2
02584,1
02585,1
02586,1
02587,1
02588,2
02589,1
02590,1
02591,0
02592,2
02593,0
02594,0
02595,2
02596,0
02597,1
02598,2
02599,2
02600,0
02601,1
02602,1
02603,1
02604,0
02605,1
02606,2
02607,0
02608,0
02609,0
02610,2
02611,1
02612,0
02613,1
02614,1
02615,0
02616,0
02617,1
02618,0
02619,1
02620,0
02621,1
02622,0
02623,0
02624,0
02625,1
02626,0
02627,1
02628,1
02629,0
02630,0
02631,0
02632,0
02633,2
02634,1
02635,0
02636,0
02637,0
02638,0
02639,0
02640,0
02641,1
02642,0
02643,0
02644,1
02645,2
02646,0
02647,0
02648,1
02649,0
02650,0
02651,1
02652,1
02653,0
02654,0
02655,1
02656,2
02657,0
02658,0
02659,0
02660,0
02661,0
02662,0
02663,0
02664,1
02665,0
02666,1
02667,1
02668,0
02669,1
02670,2
02671,2
02672,0
02673,0
02674,0
02675,0
02676,1
02677,0
02678,2
02679,2
02680,1
02681,0
02682,0
02683,0
02684,0
02685,0
02686,0
02687,1
02688,0
02689,1
02690,0
02691,1
02692,0
02693,1
02694,2
02695,0
02696,0
02697,0
02698,0
02699,0
02700,1
02701,2
02702,0
02703,1
02704,2
02705,1
02706,0
02707,0
02708,0
02709,0
02710,0
02711,0
02712,1
02713,1
02714,0
02715,1
02716,0
02717,0
02718,0
02719,0
02720,0
02721,0
02722,0
02723,0
02724,2
02725,0
02726,1
02727,1
02728,0
02729,0
02730,0
02731,0
02732,0
02733,0
02734,0
02735,0
02736,1
02737,2
02738,1
02739,0
02740,2
02741,0
02742,0
02743,2
02744,0
02745,0
02746,1
02747,0
02748,0
02749,2
02750,1
02751,0
02752,1
02753,0
02754,0
02755,1
02756,0
02757,0
02758,0
02759,1
02760,1
02761,1
02762,0
02763,0
02764,0
02765,0
02766,0
02767,0
02768,2
02769,0
02770,1
02771,0
02772,2
02773,0
02774,0
02775,0
02776,0
02777,1
02778,1
02779,0
02780,0
02781,0
02782,0
02783,1
02784,0
02785,0
02786,0
02787,0
02788,1
02789,0
02790,1
02791,0
02792,0
02793,2
02794,2
02795,1
02796,0
02797,1
02798,0
02799,0
02800,1
